NUMERO_CUENTA,MES,ANIO,IMPORTE
7050003,2,2025,-313
7050003,2,2025,-1558
7050003,2,2025,-44
7050003,2,2025,-946
7050003,2,2025,-489
7050003,2,2025,-41
7050003,2,2025,-13
7050003,2,2025,-180
7050003,2,2025,-34
7050003,2,2025,-22
7050003,2,2025,-68
7050003,2,2025,-13
7050003,2,2025,-7
7050003,2,2025,-850
7050003,2,2025,-1765
7050003,2,2025,-1198
7050003,2,2025,-109
7050003,2,2025,-25
7050003,2,2025,-544
7050003,2,2025,-189
7050003,2,2025,-439
7050003,2,2025,-331
7050003,2,2025,-22
7050003,2,2025,-235
7050003,2,2025,-25
7050003,2,2025,-631
7050003,2,2025,-25
7050003,2,2025,-10
7050003,2,2025,-10
7050003,2,2025,-807
7050003,2,2025,-1002
7050003,2,2025,-14
7050003,2,2025,-255
7050003,2,2025,-2962
7050003,2,2025,-4
7050003,2,2025,-14
7050003,2,2025,-2299
7050003,2,2025,-399
7050003,2,2025,-4
7050003,2,2025,-24
7050003,2,2025,-31
7050003,2,2025,-3136
7050003,2,2025,-248
